f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,label
0.0,0.0,0.0,0.11801140010356903,-0.18162348866462708,0.006028988864272833,0.21607428789138794,-0.23583091795444489,0.011379117146134377,0.3168305456638336,-0.2803259491920471,-0.015612106770277023,0.22970986366271973,-0.5687620639801025,0.003933249041438103,0.19527214765548706,-0.3374291956424713,0.012049059383571148,0.21793869137763977,-0.489739328622818,0.008564507588744164,0.21877484023571014,-0.6236585378646851,0.005062089767307043,0.2506234645843506,-0.5652087330818176,-0.014569537714123726,0.3765646517276764,-0.4076564610004425,-0.03208893910050392,0.36819636821746826,-0.5715553164482117,-0.027412140741944313,0.3630509376525879,-0.7263258099555969,-0.01027636881917715,0.3540024757385254,-0.6191324591636658,-0.007513036485761404,0.5107614398002625,-0.36999988555908203,-0.02141212671995163,0.5163528323173523,-0.5277642607688904,-0.025753268972039223,0.5018065571784973,-0.6400839686393738,-0.021612999960780144,0.493953675031662,-0.5344245433807373,-0.11755827069282532,0.6735996603965759,-0.3713131248950958,-0.024708470329642296,0.6765294671058655,-0.5091482400894165,-0.022158075124025345,0.6718785166740417,-0.6734449863433838,-0.04671262577176094,0.6873505115509033,-0.5988156199455261,-0.017875785008072853,0.02814885415136814,0.13459886610507965,0.29285499453544617,0.4591446816921234,0.11681090295314789,0.2660149037837982,0.4380306899547577,0.19715912640094757,0.3341273367404938,0.22690337896347046,PINCH
0.0,0.0,0.0,0.09664545953273773,-0.16526594758033752,0.0019225315190851688,0.22179757058620453,-0.2614271938800812,0.0013227564049884677,0.288186639547348,-0.29954442381858826,-0.017738062888383865,0.33879920840263367,-0.6978931427001953,0.00931850727647543,0.1946960687637329,-0.3856116831302643,-0.004238036926835775,0.20020776987075806,-0.5171423554420471,-0.012237051501870155,0.18221773207187653,-0.7020370960235596,0.009890335611999035,0.31859487295150757,-0.6517972946166992,-0.018107522279024124,0.3877243995666504,-0.36716386675834656,-0.013544412329792976,0.3826672434806824,-0.527556300163269,-0.036132391542196274,0.392294704914093,-0.6718159914016724,-0.013465491123497486,0.3433437645435333,-0.604408323764801,-0.010869317688047886,0.5335803031921387,-0.40132951736450195,-0.0031116169411689043,0.5398164391517639,-0.5265585780143738,-0.0004171722393948585,0.5375553369522095,-0.7111597657203674,-0.03272604942321777,0.5409033298492432,-0.6212166547775269,0.013915124349296093,0.6908215880393982,-0.34144875407218933,-0.0006696794298477471,0.672784149646759,-0.47815099358558655,0.010935701429843903,0.7030304670333862,-0.6641654968261719,0.020981134846806526,0.6763545274734497,-0.554855465888977,0.011087260209023952,0.05731693282723427,0.09574765712022781,0.21620935201644897,0.3666149079799652,0.05395008623600006,0.22667524218559265,0.37180912494659424,0.19981633126735687,0.3373925983905792,0.15086032450199127,PINCH
0.0,0.0,0.0,0.08842750638723373,-0.17098508775234222,0.009852883405983448,0.23939503729343414,-0.21971291303634644,0.07370468974113464,0.31700944900512695,-0.28436410427093506,0.018250534310936928,0.2729741036891937,-0.5482064485549927,-0.04019886255264282,0.2269982397556305,-0.33528441190719604,-0.02279023639857769,0.23704639077186584,-0.5032453536987305,-0.010744375176727772,0.24472986161708832,-0.653932511806488,-0.008046339266002178,0.28453630208969116,-0.6233391165733337,-0.013505436480045319,0.3779156804084778,-0.39702942967414856,-0.017016857862472534,0.36543017625808716,-0.5512534379959106,-0.011795731261372566,0.382150262594223,-0.6904579401016235,-0.01681787148118019,0.43349263072013855,-0.6286783218383789,-0.0083747748285532,0.5476233959197998,-0.3990079164505005,-0.02048671245574951,0.5550073981285095,-0.5554718971252441,-0.009559362195432186,0.5548660755157471,-0.7062105536460876,-0.03344638645648956,0.5025449395179749,-0.6146059632301331,-0.029735689982771873,0.6927937865257263,-0.36818066239356995,0.0033130382653325796,0.6986908912658691,-0.5347516536712646,0.005665708798915148,0.6936846375465393,-0.6917611956596375,0.00878875982016325,0.7080017924308777,-0.5797763466835022,-0.0005038584931753576,0.08056765049695969,0.18235868215560913,0.23920942842960358,0.4379742443561554,0.14914025366306305,0.2187863290309906,0.4258987605571747,0.0736379399895668,0.27894195914268494,0.2104283720254898,PINCH
0.0,0.0,0.0,0.14529645442962646,-0.1769336760044098,0.040854405611753464,0.19244961440563202,-0.23274551331996918,0.01126815378665924,0.3118330240249634,-0.3183777928352356,-0.003986206371337175,0.3074145019054413,-0.6081835627555847,0.02580735832452774,0.2325953245162964,-0.3326159417629242,-0.038787949830293655,0.2354522943496704,-0.49598178267478943,-0.02572648972272873,0.22045187652111053,-0.640825092792511,-0.03105025179684162,0.2856507897377014,-0.6344817280769348,0.028061015531420708,0.37396717071533203,-0.39557725191116333,0.03381408751010895,0.3801725208759308,-0.5681227445602417,0.04787807911634445,0.4064840078353882,-0.6862083077430725,0.010533456690609455,0.38525232672691345,-0.606643795967102,0.026566294953227043,0.5447900295257568,-0.36822718381881714,-0.017753679305315018,0.543877899646759,-0.5711172223091125,-0.033449914306402206,0.5409200191497803,-0.6937975287437439,0.007259033620357513,0.5620307326316833,-0.6229369640350342,0.0010154604678973556,0.7171199917793274,-0.37225884199142456,0.022278303280472755,0.7172768115997314,-0.5405235886573792,0.029358908534049988,0.7201701402664185,-0.6879068613052368,0.023347849026322365,0.7050198316574097,-0.6070287227630615,0.0660959780216217,0.03421010076999664,0.07785676419734955,0.2562454640865326,0.3996429741382599,0.10342943668365479,0.27793997526168823,0.4219842553138733,0.17935696244239807,0.32220178842544556,0.15790638327598572,PINCH
0.0,0.0,0.0,0.12133707106113434,-0.12036766111850739,-0.0020242270547896624,0.2308187484741211,-0.21049728989601135,-0.007467453368008137,0.301960289478302,-0.29755517840385437,0.0018179324688389897,0.2944160997867584,-0.5304585099220276,0.09989214688539505,0.20148096978664398,-0.31987228989601135,0.02429736964404583,0.20179371535778046,-0.4586130976676941,0.019677659496665,0.20630763471126556,-0.6195995807647705,0.025741588324308395,0.3494541049003601,-0.5617378950119019,0.08085104078054428,0.35351306200027466,-0.3948352038860321,0.021554579958319664,0.3653005063533783,-0.5344371199607849,0.030910316854715347,0.35333070158958435,-0.7059844136238098,0.022683270275592804,0.3255811929702759,-0.6669057011604309,0.0037085399962961674,0.5057676434516907,-0.37821847200393677,0.007685415912419558,0.4973740577697754,-0.5393556356430054,0.011313790455460548,0.5094150900840759,-0.6835561394691467,0.0006719022640027106,0.4866165518760681,-0.6186432242393494,-0.0030938477721065283,0.6566548943519592,-0.3389858305454254,0.005786563269793987,0.6786221861839294,-0.4751105010509491,0.003405162366107106,0.6563717126846313,-0.6517025232315063,0.005510912276804447,0.7082273364067078,-0.5292202234268188,-0.023710059002041817,0.06610710918903351,0.16982457041740417,0.2352098673582077,0.4318781793117523,0.13259389996528625,0.1705828160047531,0.37511152029037476,0.16824956238269806,0.4075869619846344,0.23986004292964935,PINCH
0.0,0.0,0.0,0.08609345555305481,-0.16141299903392792,0.007695709355175495,0.2397948056459427,-0.2818762958049774,-0.0017857423517853022,0.2944616377353668,-0.30718135833740234,0.007345710415393114,0.2801189720630646,-0.6141647696495056,-0.07613261789083481,0.18237297236919403,-0.35081806778907776,-0.02645416557788849,0.21173124015331268,-0.49221161007881165,-0.03397504985332489,0.15491142868995667,-0.6497154235839844,-0.028290240094065666,0.26787450909614563,-0.6242834329605103,-0.0713391825556755,0.4008549749851227,-0.39980852603912354,-0.009018183685839176,0.4108392596244812,-0.5772224068641663,-0.011300526559352875,0.4027833044528961,-0.7121620178222656,0.002388999331742525,0.34442299604415894,-0.6018612384796143,0.012593518942594528,0.5677086114883423,-0.4157477021217346,0.031081199645996094,0.5695628523826599,-0.55714350938797,0.03216352313756943,0.6007423996925354,-0.7082095146179199,0.02709030546247959,0.560849666595459,-0.6389921307563782,0.04941911995410919,0.7020151615142822,-0.3469281494617462,0.021208174526691437,0.6738225817680359,-0.5261957049369812,-0.011480708606541157,0.6976965665817261,-0.6560258269309998,0.04529095068573952,0.6961186528205872,-0.5415812134742737,0.02337084524333477,0.016591884195804596,0.1102665439248085,0.30852773785591125,0.43384912610054016,0.11578912287950516,0.3172276020050049,0.4463212788105011,0.22265520691871643,0.3569869101047516,0.16871598362922668,PINCH
0.0,0.0,0.0,0.12273871153593063,-0.16949817538261414,0.0018754153279587626,0.24074892699718475,-0.258081316947937,0.010258757509291172,0.28957295417785645,-0.2913104295730591,-0.01441049762070179,0.2211032658815384,-0.6114001870155334,0.0027391102630645037,0.17878617346286774,-0.3507154583930969,-0.005193035118281841,0.1440175622701645,-0.5246428847312927,0.015452469699084759,0.20363205671310425,-0.6565604209899902,0.0035153806675225496,0.2401663064956665,-0.609257698059082,0.00935856718569994,0.3751891851425171,-0.3956451117992401,-0.030330052599310875,0.37826237082481384,-0.5581108331680298,-0.05181201547384262,0.3654232621192932,-0.7140644192695618,-0.004847174510359764,0.37688887119293213,-0.5919296741485596,-0.025403669103980064,0.5301067233085632,-0.39386552572250366,0.02875690907239914,0.5382465720176697,-0.5605739951133728,0.025882001966238022,0.5168812274932861,-0.7168350219726562,0.042746055871248245,0.5841917395591736,-0.6756789088249207,0.05326459929347038,0.6674034595489502,-0.3490408957004547,-0.01118452474474907,0.6543536186218262,-0.49934977293014526,-0.02373533882200718,0.6714884638786316,-0.6518831849098206,-0.01479363813996315,0.6972428560256958,-0.6589794754981995,-0.023847853764891624,0.020293038338422775,0.15950007736682892,0.37217986583709717,0.4792490303516388,0.14213280379772186,0.35311901569366455,0.46097061038017273,0.23701713979244232,0.32729920744895935,0.13786135613918304,PINCH
0.0,0.0,0.0,0.1344098597764969,-0.16253267228603363,-0.005154336802661419,0.21049441397190094,-0.23767335712909698,0.0072060562670230865,0.3200414776802063,-0.3231961727142334,0.0166085883975029,0.2876227796077728,-0.6193214058876038,-0.03725427761673927,0.2020113319158554,-0.3476596772670746,0.007088508922606707,0.1927829384803772,-0.499128520488739,0.004709887783974409,0.21985408663749695,-0.6493560671806335,0.012246803380548954,0.2643969655036926,-0.6533148288726807,0.010518711060285568,0.3895133137702942,-0.39002007246017456,0.00553440535441041,0.4212237298488617,-0.5295018553733826,0.0005530306370928884,0.407866895198822,-0.7018389105796814,-0.025606481358408928,0.37805935740470886,-0.6444491147994995,0.022341813892126083,0.5351232886314392,-0.34996142983436584,0.006243980955332518,0.5317756533622742,-0.49008065462112427,-0.02754037082195282,0.5387232899665833,-0.6437669992446899,-0.0163476150482893,0.5672978162765503,-0.567135751247406,-0.02425689622759819,0.699648916721344,-0.3004137873649597,0.0034734606742858887,0.7034415006637573,-0.46022433042526245,-0.009511470794677734,0.7123358249664307,-0.6190778017044067,0.004566934425383806,0.7067580223083496,-0.464771568775177,0.04968539625406265,0.06306543946266174,0.11118394136428833,0.28479886054992676,0.4551027715206146,0.11461904644966125,0.31683608889579773,0.482458233833313,0.20966637134552002,0.37559887766838074,0.18813571333885193,PINCH
0.0,0.0,0.0,0.10938580334186554,-0.1618642807006836,-0.0272146537899971,0.21698421239852905,-0.25349685549736023,0.03388066589832306,0.3274563252925873,-0.2847788333892822,0.013953742571175098,0.226824089884758,-0.5814307332038879,-0.016479764133691788,0.2241576910018921,-0.3579198122024536,-0.01913430169224739,0.22221198678016663,-0.5117402672767639,-0.0022090887650847435,0.19797824323177338,-0.6436250805854797,-0.021578405052423477,0.2270919680595398,-0.5727613568305969,-0.04597240313887596,0.40262213349342346,-0.385288268327713,-0.02494177408516407,0.38258954882621765,-0.5451646447181702,0.0008750437991693616,0.39860671758651733,-0.7179039716720581,-0.028742987662553787,0.4174584746360779,-0.6406794190406799,-0.035357892513275146,0.5369230508804321,-0.3732445538043976,0.03575010970234871,0.5543490052223206,-0.5320861339569092,0.01863410696387291,0.5767284035682678,-0.6816932559013367,0.03596557304263115,0.5466392636299133,-0.6409091353416443,0.06210324540734291,0.6849786639213562,-0.35860899090766907,-0.0006332941120490432,0.676572859287262,-0.5243178009986877,0.0010129937436431646,0.6810346245765686,-0.644709587097168,-0.041639119386672974,0.6961420774459839,-0.5875289440155029,-0.0002523389703128487,0.03074159286916256,0.20051997900009155,0.33465611934661865,0.46963804960250854,0.20239797234535217,0.3441437780857086,0.47150442004203796,0.1618221402168274,0.2858704626560211,0.1705542504787445,PINCH
0.0,0.0,0.0,0.09559887647628784,-0.17609842121601105,-0.018376339226961136,0.24580872058868408,-0.24384574592113495,0.049569498747587204,0.3105800747871399,-0.29781001806259155,-0.01616344414651394,0.32675448060035706,-0.6100890040397644,0.05747085437178612,0.17504335939884186,-0.3654741644859314,-0.029312357306480408,0.1841726154088974,-0.5354085564613342,-0.0028772081714123487,0.14368008077144623,-0.6412084698677063,-0.026133477687835693,0.32818955183029175,-0.5753005146980286,0.03745294362306595,0.37590456008911133,-0.35583731532096863,0.002150982152670622,0.3781687915325165,-0.5119602680206299,0.001293123117648065,0.38054147362709045,-0.682890772819519,-0.018158797174692154,0.37015488743782043,-0.5601774454116821,0.02868150919675827,0.5276056528091431,-0.3700680434703827,-0.010164032690227032,0.515880823135376,-0.5177630186080933,-0.02490275911986828,0.5337557792663574,-0.6970072388648987,0.005339713301509619,0.553459644317627,-0.6394884586334229,-0.017268214374780655,0.7092658281326294,-0.3198506534099579,-0.034664880484342575,0.6899895668029785,-0.4799085557460785,-0.034271832555532455,0.7170640826225281,-0.632074236869812,-0.03185132518410683,0.6904287934303284,-0.5572733879089355,-0.03715529665350914,0.0401623398065567,0.07213589549064636,0.2405109405517578,0.37947672605514526,0.04546138644218445,0.240543395280838,0.37028181552886963,0.20494452118873596,0.32698357105255127,0.16098244488239288,PINCH
